customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Churn,ExtraCharges
7901-IIDQV,Male,No,No,No,24,MultipleLines,DSL,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),54.6,No,-68.15000000000009
2690-DVRVK,Male,No,Yes,Yes,5,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.55,No,-3.299999999999997
5688-KZTSN,Male,No,Yes,Yes,15,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.0,Yes,-11.949999999999989
1270-XKUCC,Female,No,Yes,Yes,30,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,No,8.25
0334-ZFJSR,Female,No,Yes,No,55,MultipleLines,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),66.05,No,-170.6500000000001
2894-QOJRX,Female,No,Yes,No,25,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),34.0,Yes,3.0
5747-PMBSQ,Male,Yes,Yes,No,10,OneLine,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,92.5,Yes,9.100000000000023
5583-EJXRD,Male,No,Yes,Yes,44,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),54.05,No,-3.0
4565-EVZMJ,Female,No,No,No,47,OneLine,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,58.9,No,44.750000000000455
3143-JQEGI,Female,No,Yes,Yes,13,OneLine,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,88.35,Yes,74.25
6386-SZZKH,Female,No,Yes,Yes,49,MultipleLines,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),107.95,Yes,3.649999999999636
3327-YBAKM,Female,No,Yes,No,64,OneLine,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,96.9,No,112.75
9441-QHEVC,Male,No,No,No,1,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.1,No,0.0
6705-LNMDD,Male,No,No,No,20,OneLine,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,50.0,No,3.0499999999999545
2580-ASVVY,Female,No,Yes,No,37,No,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Electronic check,45.4,No,-86.70000000000005
3370-GQEAL,Male,No,Yes,Yes,30,MultipleLines,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,85.45,No,-53.55000000000018
5032-USPKF,Female,No,No,No,38,MultipleLines,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),84.1,No,-8.149999999999636
2982-IHMFT,Female,Yes,No,No,1,MultipleLines,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.45,Yes,0.0
3521-SYVOR,Female,No,No,No,37,OneLine,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,64.75,Yes,-50.55000000000018
4254-QPEDE,Female,No,Yes,No,52,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),66.25,No,-114.90000000000009
6283-GITPX,Male,No,No,Yes,71,OneLine,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),76.9,No,62.79999999999927
9526-JAWYF,Male,No,No,No,26,OneLine,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,89.8,Yes,0.5000000000004547
0771-CHWSK,Male,No,No,No,66,MultipleLines,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),74.6,No,-125.19999999999982
9788-HNGUT,Male,No,Yes,No,72,MultipleLines,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.95,No,174.0
9495-REDIY,Male,No,No,Yes,25,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),40.65,No,-45.700000000000045
5375-XLDOF,Male,No,Yes,Yes,69,MultipleLines,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.35,No,-224.34999999999945
1172-VIYBP,Male,No,Yes,Yes,53,MultipleLines,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),69.7,No,-8.050000000000182
5649-VUKMC,Female,No,No,No,12,OneLine,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Mailed check,95.5,Yes,-30.84999999999991
6559-PDZLR,Male,No,No,No,26,OneLine,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.65,No,-27.90000000000009
8992-OBVDG,Male,No,No,No,21,OneLine,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,61.65,No,98.95000000000005
4273-MBHYA,Female,No,No,Yes,1,OneLine,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.35,No,0.0
4724-WXVWF,Male,No,No,No,48,MultipleLines,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,95.4,No,-133.90000000000055
5701-GUXDC,Female,No,Yes,No,26,No,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),35.4,No,58.200000000000045
1460-UZPRJ,Male,No,Yes,No,60,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.95,No,61.15000000000009
6082-GLJIX,Male,No,No,No,18,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.25,No,-15.149999999999977
5143-EGQFK,Female,Yes,No,No,10,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,29.65,Yes,-5.100000000000023
4919-IKATY,Male,No,Yes,Yes,5,MultipleLines,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.5,Yes,31.25
2495-TTHBQ,Female,No,No,Yes,4,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.4,No,3.1500000000000057
0485-ZBSLN,Male,No,Yes,Yes,65,MultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.75,No,106.34999999999991
3810-PJUHR,Male,No,Yes,Yes,70,MultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.35,No,-59.34999999999991
9050-QLROH,Male,No,No,No,18,MultipleLines,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.7,Yes,-35.350000000000136
0847-HGRML,Male,No,No,Yes,62,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.0,No,10.099999999999909
8232-CTLKO,Female,No,Yes,Yes,66,OneLine,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,59.75,No,53.30000000000018
9227-YBAXE,Female,No,Yes,Yes,65,MultipleLines,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),82.5,No,-147.39999999999964
6168-WFVVF,Female,Yes,No,No,3,OneLine,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,Yes,24.600000000000023
9860-LISIZ,Female,No,No,No,34,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,No,-18.700000000000045
0112-QAWRZ,Male,No,Yes,Yes,16,MultipleLines,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.8,No,-10.599999999999909
0877-SDMBN,Female,No,No,No,54,MultipleLines,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),103.95,Yes,25.75
2786-GCDPI,Female,Yes,No,No,50,MultipleLines,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.95,No,-25.149999999999636
4043-MKDTV,Male,No,Yes,No,71,OneLine,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,105.25,No,-181.0
8065-YKXKD,Female,No,No,No,10,MultipleLines,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.75,Yes,52.14999999999998
9637-EIHEQ,Female,No,No,No,1,OneLine,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,50.8,Yes,0.0
9229-RQABD,Male,No,No,No,18,MultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,23.75,No,-3.0
8313-KTIHG,Male,No,No,No,4,OneLine,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,61.3,No,4.200000000000017
5320-BRKGK,Female,No,Yes,Yes,58,MultipleLines,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,75.8,No,19.350000000000364
6284-KMNUF,Female,No,Yes,No,56,MultipleLines,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,98.0,No,-217.39999999999964
9689-PTNPG,Male,No,No,No,2,OneLine,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.25,Yes,-15.949999999999989
9465-RWMXL,Male,No,Yes,No,32,MultipleLines,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.9,Yes,-76.85000000000036
6229-UOLQL,Male,No,Yes,Yes,56,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,52.0,No,-27.09999999999991
2362-IBOOY,Male,No,No,No,36,MultipleLines,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.75,Yes,-0.849999999999909
3137-LUPIX,Female,No,No,No,4,MultipleLines,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,64.4,No,-4.600000000000023
0843-WTBXE,Male,No,No,No,53,MultipleLines,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),85.45,Yes,-11.600000000000364
6143-JQKEA,Male,No,No,No,10,OneLine,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),45.8,No,-21.80000000000001
8676-OOQEJ,Male,No,No,No,4,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,30.5,No,-3.5999999999999943
5515-IDEJJ,Male,No,Yes,Yes,1,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,Yes,0.0
9701-CDXHR,Female,No,Yes,No,51,OneLine,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,69.15,No,122.94999999999982
7450-NWRTR,Male,Yes,No,No,12,MultipleLines,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.45,Yes,6.75
8124-NZVGJ,Female,No,No,No,6,No,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,49.25,No,-39.900000000000006
2162-FRZAA,Male,No,Yes,Yes,63,No,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),39.35,No,-84.0
5376-DEQCP,Female,No,No,No,1,OneLine,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.6,Yes,0.0
5118-MUEYH,Female,No,Yes,No,48,MultipleLines,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.1,No,38.75000000000091
9095-HFAFX,Female,No,No,No,5,OneLine,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),81.0,Yes,-15.399999999999977
5627-TVBPP,Female,No,No,Yes,35,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.1,No,-59.0
2379-ENZGV,Male,No,No,No,6,OneLine,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.85,Yes,14.400000000000034
3936-QQFLL,Male,No,No,No,2,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,No,-0.20000000000000284
2589-AYCRP,Female,No,No,No,50,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.75,No,1.5499999999999545
4067-HLYQI,Female,No,No,No,33,OneLine,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.4,No,82.89999999999964
5124-EOGYE,Male,No,No,No,31,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.45,No,4.600000000000023
5057-RKGLH,Female,No,Yes,Yes,9,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.35,No,7.949999999999989
0292-WEGCH,Female,No,Yes,Yes,54,MultipleLines,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,86.2,No,-130.75
8910-ICHIU,Female,No,No,No,46,OneLine,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),95.65,No,264.2999999999993
4097-YODCF,Male,No,No,Yes,34,MultipleLines,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,103.8,No,-58.399999999999636
9715-WZCLW,Male,No,Yes,Yes,71,MultipleLines,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,97.2,No,9.100000000000364
9786-YWNHU,Female,No,Yes,Yes,63,OneLine,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,63.55,No,10.550000000000182
6407-GSJNL,Female,No,No,No,51,MultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.95,No,15.549999999999955
6005-OBZPH,Female,Yes,No,No,26,MultipleLines,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.15,Yes,-40.25
4049-ZPALD,Female,No,Yes,No,64,OneLine,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),99.0,No,39.80000000000018
7932-WPTDS,Female,Yes,Yes,No,1,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.8,Yes,0.0
3733-UOCWF,Male,Yes,Yes,No,61,MultipleLines,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),85.55,No,33.19999999999982
6833-JMZYP,Female,No,No,No,15,OneLine,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.0,No,95.45000000000005
2722-VOJQL,Male,No,No,No,64,MultipleLines,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),105.65,Yes,141.5
1310-QRITU,Female,No,No,No,18,MultipleLines,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.3,No,7.899999999999977
8961-QDZZJ,Female,No,Yes,Yes,57,OneLine,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,95.0,No,120.80000000000018
9715-SBVSU,Male,No,Yes,Yes,14,OneLine,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),61.4,No,-44.05000000000007
8490-BXHEO,Male,Yes,No,No,18,MultipleLines,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),80.55,No,-38.24999999999977
7173-TETGO,Female,Yes,Yes,No,72,MultipleLines,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),78.5,No,-49.75
7929-SKFGK,Male,No,Yes,No,70,MultipleLines,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),114.3,No,243.29999999999927
2300-RQGOI,Female,No,No,No,38,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.05,No,-20.399999999999977
3563-SVYLG,Male,No,Yes,Yes,68,OneLine,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),62.65,No,115.60000000000036
5228-EXCET,Male,No,No,No,13,OneLine,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.85,Yes,-42.34999999999991
6435-VWCCY,Male,Yes,Yes,No,65,MultipleLines,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),92.7,No,-57.100000000000364
4998-IKFSE,Female,No,No,No,30,MultipleLines,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,100.45,No,83.40000000000009
8630-QSGXK,Male,No,Yes,No,51,MultipleLines,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),75.2,No,66.04999999999973
2455-USLMV,Female,No,No,No,31,MultipleLines,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),84.75,No,-13.849999999999909
7394-FKDNK,Female,No,Yes,No,9,OneLine,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.45,Yes,48.049999999999955
9488-FVZCC,Female,No,Yes,Yes,72,MultipleLines,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),79.5,No,-62.30000000000018
6331-LWDTQ,Male,No,No,No,10,MultipleLines,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),72.15,Yes,72.75
5995-WWKKG,Female,No,No,No,37,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.8,No,-37.55000000000007
1597-FZREH,Female,No,No,No,2,OneLine,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,76.4,Yes,8.0
7879-CGSFV,Male,No,No,No,55,OneLine,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,100.9,No,2.550000000000182
9921-EZKBY,Male,No,No,Yes,33,MultipleLines,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.3,No,130.25
7432-FFVAR,Female,No,Yes,Yes,46,OneLine,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),90.95,No,52.900000000000546
7246-ZGQDF,Female,No,No,Yes,1,OneLine,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,54.5,No,0.0
7000-WCEVQ,Female,Yes,No,No,20,MultipleLines,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,61.6,Yes,-57.65000000000009
0727-IWKVK,Male,No,Yes,No,9,OneLine,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.9,Yes,22.600000000000023
5959-BELXA,Male,Yes,No,No,32,MultipleLines,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),96.15,Yes,-57.55000000000018
4456-RHSNB,Female,No,Yes,Yes,19,OneLine,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.6,No,20.5
3512-IZIKN,Female,No,Yes,No,70,MultipleLines,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),65.3,Yes,188.75
2481-SBOYW,Female,No,No,Yes,61,MultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.0,No,-26.65000000000009
7109-MFBYV,Male,No,No,No,26,OneLine,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.45,No,51.450000000000045
1833-TCXKK,Male,No,Yes,No,45,MultipleLines,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),107.75,No,34.05000000000018
1832-PEUTS,Male,No,Yes,Yes,62,MultipleLines,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),89.1,No,-112.55000000000018
6141-OOXUQ,Male,No,No,No,1,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.65,Yes,0.0
8660-BUETV,Female,No,No,No,3,OneLine,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.75,No,13.800000000000011
0580-PIQHM,Female,No,Yes,Yes,41,MultipleLines,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),101.6,No,-235.04999999999927
5696-CEIQJ,Male,No,Yes,Yes,67,OneLine,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),103.15,No,-15.550000000000182
7503-ZGUZJ,Male,No,No,No,1,MultipleLines,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,84.65,Yes,0.0
1696-HXOWK,Female,No,Yes,No,71,MultipleLines,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Mailed check,95.65,No,65.79999999999927
3026-ATZYV,Female,No,Yes,Yes,37,OneLine,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),75.1,No,-119.89999999999964
4012-YCFAI,Male,No,Yes,No,60,OneLine,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,61.35,No,85.19999999999982
2506-TNFCO,Female,Yes,Yes,No,1,OneLine,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.55,Yes,0.0
9970-QBCDA,Female,No,No,No,6,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.7,No,11.350000000000023
8718-PTMEZ,Female,No,No,No,13,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,31.05,Yes,-56.400000000000034
9496-IVVRP,Female,No,Yes,Yes,11,OneLine,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),51.0,No,20.700000000000045
2207-OBZNX,Male,No,No,No,7,OneLine,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,51.0,Yes,-2.9499999999999886
2657-VPXTA,Female,No,Yes,Yes,10,OneLine,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,88.85,No,40.950000000000045
6551-VLJMV,Male,No,Yes,No,34,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.05,No,-2.7000000000000455
1221-GHZEP,Female,No,No,No,62,OneLine,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Mailed check,65.1,No,-189.44999999999982
9289-LBQVU,Male,No,Yes,No,64,MultipleLines,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,70.15,No,-8.900000000000546
6142-VSJQO,Female,No,Yes,Yes,1,OneLine,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.35,Yes,0.0
3458-IDMFK,Male,No,No,No,25,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.75,No,-19.350000000000023
6933-FHBZC,Female,No,No,No,26,OneLine,DSL,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,56.05,No,95.90000000000009
0221-NAUXK,Male,No,No,Yes,10,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.95,No,20.0
9770-KXGQU,Female,No,No,No,53,MultipleLines,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,98.6,No,86.05000000000109
6437-UKHMV,Female,No,No,No,7,OneLine,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.7,Yes,28.149999999999977
6538-POCHL,Male,No,No,No,33,OneLine,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),79.0,No,-30.199999999999818
6726-NNFWD,Female,Yes,Yes,No,71,OneLine,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),89.45,No,84.30000000000018
3002-WQZWT,Female,No,No,No,29,MultipleLines,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.2,No,-158.55000000000018
4277-UDIEF,Male,No,Yes,Yes,24,MultipleLines,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),81.0,No,-20.15000000000009
1208-NBVFH,Male,No,Yes,Yes,20,OneLine,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,49.6,No,-52.200000000000045
4912-PIGUY,Female,No,No,No,1,MultipleLines,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.6,No,0.0
1114-CENIM,Male,No,No,Yes,54,MultipleLines,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),55.0,Yes,122.65000000000009
6060-DRTNL,Female,Yes,No,No,5,OneLine,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,84.85,Yes,-8.699999999999989
2725-TTRIQ,Female,No,Yes,Yes,72,MultipleLines,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.2,No,-75.85000000000036
3374-TTZTK,Male,No,Yes,No,52,OneLine,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,106.3,No,-40.599999999999454
8990-ZXLSU,Female,No,No,No,9,OneLine,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.05,No,30.050000000000068
2275-RBYQS,Female,No,No,No,1,OneLine,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.4,No,0.0
8473-VUVJN,Male,Yes,No,No,1,MultipleLines,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.65,Yes,0.0
6289-CPNLD,Male,No,Yes,Yes,33,OneLine,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,73.9,Yes,-33.65000000000009
5536-SLHPM,Female,No,Yes,No,55,MultipleLines,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,77.75,Yes,181.89999999999964
4419-UJMUS,Male,No,Yes,Yes,69,MultipleLines,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,99.35,No,1.300000000000182
7794-JASDG,Male,No,No,No,1,OneLine,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.75,No,0.0
7609-YBPXG,Male,No,No,No,54,MultipleLines,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),87.1,No,31.800000000000182
5519-TEEUH,Male,No,No,Yes,33,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.15,No,17.200000000000045
7856-GANIL,Male,Yes,Yes,No,45,MultipleLines,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),98.7,No,84.30000000000018
0804-XBFBV,Female,No,No,Yes,11,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.2,No,43.85000000000002
2676-OXPPQ,Male,No,No,No,6,OneLine,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.7,No,1.4499999999999318
3703-TTEPD,Male,No,No,No,21,OneLine,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),65.35,No,52.05000000000018
2799-TSLAG,Female,No,Yes,Yes,65,MultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.3,No,104.04999999999995
